application_id,application_date,loan_amount,interest_rate,annual_income,credit_score,employment_length,dti,num_delinquencies,previous_defaults,home_ownership,purpose,state,defaulted
7bca6ab4-4ab5-4d12-8757-2516dd92ca94,2023-11-14 15:38:44,44809.92,10.51,34701.98,603.0,23,27.98,0,0,MORTGAGE,major_purchase,MI,1
1de54089-ed4a-49fb-b4c9-dbeb6d663548,2023-01-14 13:46:40,19858.21,16.42,36924.23,758.0,13,23.79,1,0,MORTGAGE,small_business,CA,0
2a2dee33-0942-4201-8339-fad99f364fd7,2022-08-22 17:15:04,2847.13,10.68,85887.06,712.0,1,4.43,0,1,MORTGAGE,small_business,IL,0
082f2b57-7275-4ffb-b61a-2b22ab61fc9e,2023-10-09 18:17:18,41008.34,10.31,81712.48,628.0,24,7.31,1,0,MORTGAGE,car,PA,0
b03cdaee-5e7d-40ad-955f-e3508619e4f0,2022-01-16 20:38:39,20027.68,15.91,36167.35,646.0,28,19.33,0,0,RENT,credit_card,NC,0
e9d6485b-07df-46c5-96d7-e3edbe9e5dd1,2022-12-13 10:16:22,41718.89,9.85,28947.07,630.0,38,17.73,0,1,MORTGAGE,debt_consolidation,FL,1
c6d14330-8859-4079-b61a-0c28718d8f18,2024-01-25 08:46:30,30750.66,11.85,75477.26,627.0,20,14.02,0,0,MORTGAGE,car,GA,0
e944a1bc-e28c-47de-a13d-e6f7f4b0e1ea,2023-06-28 23:30:12,23032.94,5.67,54187.7,708.0,13,33.24,0,0,RENT,small_business,GA,0
e37aa2ee-66a2-4508-b4d3-8811b6fed656,2022-06-09 08:15:49,30231.64,14.82,42522.59,663.0,34,18.85,0,1,RENT,home_improvement,PA,0
8398b81c-d89b-4dfb-aaf0-6193942febbc,2022-06-24 07:51:53,54265.19,19.76,30917.07,805.0,9,22.34,0,0,RENT,car,NY,1
f2665a18-a4ab-45a1-90dd-ce9ec274bf09,2024-01-30 17:20:38,56154.71,14.88,42866.6,755.0,27,25.9,0,1,MORTGAGE,home_improvement,CA,0
59b2b61e-134d-418b-81d4-f077167f4a18,2024-07-05 20:39:00,26040.72,17.85,35923.46,759.0,37,18.44,2,0,MORTGAGE,small_business,IL,0
e714f658-3ebe-47c9-9641-4a6d53b2aa1d,2024-01-27 06:50:42,27402.86,8.62,26051.51,720.0,0,38.73,1,0,MORTGAGE,car,TX,0
5163d7e0-2a96-4dac-bf2e-3c5b621d2682,2022-06-22 01:07:02,41143.6,12.95,38735.86,655.0,37,10.48,2,1,RENT,small_business,OH,1
7e1f30f1-a2dc-42d2-913c-2526913aee39,2024-01-02 14:49:28,12315.08,8.23,41469.44,716.0,8,13.15,1,0,OWN,major_purchase,NY,0
2eec674f-01de-42fb-b064-c064a177841d,2022-10-31 01:38:25,29996.06,11.09,30100.66,659.0,19,10.46,0,0,RENT,credit_card,NC,0
a7bea670-ddf0-456c-856e-f64cc11b4c09,2023-10-11 04:42:09,24612.06,15.09,57063.09,778.0,10,30.5,0,1,MORTGAGE,car,NC,0
c89820f3-8490-4cd1-bff4-ece70ad4516d,2023-10-09 14:52:39,29708.62,12.41,69176.48,704.0,5,24.42,0,1,OWN,home_improvement,NC,1
d4f15f2e-f0f0-4771-b0e0-731ebdfdd360,2024-08-26 23:45:26,12499.47,6.35,58979.71,696.0,28,13.65,1,0,MORTGAGE,major_purchase,OH,0
86f9b146-3d9f-45fa-be4e-41b9f75f6e49,2024-06-22 14:20:24,1156.49,6.74,31630.46,688.0,19,11.09,0,0,RENT,major_purchase,TX,0
7bada763-2586-4342-93ed-c41fd41558e8,2022-03-24 19:43:53,1000.0,6.48,52992.77,784.0,20,29.08,0,0,RENT,credit_card,MI,0
eb007541-d300-4c32-a9f7-91cf05ba12c8,2022-01-01 00:29:02,8239.24,13.97,37759.06,594.0,19,20.89,1,0,RENT,major_purchase,CA,0
bb38f72d-dcc5-4240-afef-3af78bfed04c,2024-10-17 08:12:12,18119.87,20.26,19577.32,790.0,29,29.28,0,1,MORTGAGE,home_improvement,PA,0
b1334fe6-fd17-4b75-b473-d1700060d681,2022-12-01 18:21:43,20602.13,17.45,50836.24,669.0,38,17.52,1,0,RENT,home_improvement,NC,0
f7e51977-8c91-4196-9063-21813a10d400,2022-03-14 05:40:28,54058.47,5.0,39068.27,596.0,20,22.09,1,0,MORTGAGE,car,CA,0
16577500-7a3a-4ccb-b41c-b57707c212c1,2022-07-29 09:32:15,41589.9,17.68,132823.17,635.0,6,20.4,0,0,RENT,small_business,IL,0
92934374-2e79-4753-8de7-b6e03c2dc890,2023-06-27 09:05:52,10568.63,15.75,75254.83,581.0,13,13.01,1,0,OWN,home_improvement,IL,0
10124507-6127-48a5-98d3-7c3e4b5af43c,2024-08-31 01:12:12,30215.63,5.82,51822.26,719.0,19,16.85,0,0,RENT,debt_consolidation,TX,0
fa2ecf0e-74f1-41f8-82ed-61bf055bc657,2024-10-07 22:33:45,18893.83,10.79,41133.79,618.0,4,8.53,0,0,RENT,small_business,TX,0
83ab575d-6bea-4e07-84dc-67e676d55661,2023-12-20 20:23:46,20734.54,16.38,39413.4,690.0,9,21.95,2,0,OWN,small_business,MI,0
75c4f4dc-d418-4c3c-9c62-672e0c2c318f,2022-10-22 11:27:41,27779.88,14.2,21985.87,748.0,8,24.09,0,0,RENT,debt_consolidation,MI,0
4c2c7a9c-e26d-49d7-92aa-d4a1396fbbc3,2024-02-20 02:49:39,34287.57,6.76,15222.14,640.0,38,25.92,0,0,OWN,small_business,CA,0
3b101c96-3aca-4a35-b748-7f5b8cfe53ad,2024-07-06 12:07:54,19911.12,14.44,23475.68,664.0,16,23.33,1,1,OWN,home_improvement,NY,0
be84e97f-6b4d-4df1-b4a5-b872e71539e4,2023-03-26 13:57:26,40957.77,5.0,35459.32,602.0,35,16.97,0,0,RENT,small_business,FL,1
39188d19-96a0-408f-96cc-90f02126d404,2023-10-12 13:00:38,7870.93,11.11,12673.02,657.0,22,30.42,0,0,OWN,car,TX,0
e358ed29-07cf-4fe1-be29-4e4e5952988e,2023-06-20 14:32:38,25095.09,16.55,27662.67,834.0,20,25.14,1,0,MORTGAGE,small_business,CA,0
acce7fef-c242-48ce-a423-2befdbb9b1e3,2024-07-31 23:57:40,63965.11,12.07,32086.59,727.0,37,29.11,0,0,RENT,car,PA,0
0d3230c9-e9e4-4dfd-b8ed-d2b1693cbb06,2023-11-02 15:40:38,28346.2,10.0,32607.15,664.0,27,29.61,1,0,RENT,debt_consolidation,IL,1
18e5f8fc-2633-4dc5-872d-d47374d994b6,2022-02-23 04:21:01,46498.22,15.56,26085.59,643.0,9,17.0,0,1,RENT,credit_card,NC,0
6d12f249-d9ac-4c4e-aecb-3b027b84ab4f,2024-08-12 07:56:30,26372.8,15.9,30614.93,677.0,11,21.1,0,0,RENT,debt_consolidation,NY,0
ee65d7c4-bc1e-4ec8-90a0-71e4c0eeef0f,2023-09-01 18:08:19,33711.66,17.24,85986.61,688.0,26,24.2,0,0,RENT,credit_card,PA,0
a8d81045-48b3-4ef9-b2c9-591be0696a8f,2023-04-17 17:21:46,24148.25,15.5,50567.92,655.0,0,8.81,0,1,OWN,home_improvement,FL,1
20b75137-81fb-4a5b-baf0-79c18e6bf331,2022-07-26 13:45:00,22443.89,16.33,27442.54,712.0,6,8.98,0,1,RENT,debt_consolidation,CA,0
6584ad93-15e1-4e22-afb1-3c49379986b6,2024-02-04 21:24:36,13307.76,14.93,35095.43,623.0,2,7.61,0,0,MORTGAGE,home_improvement,GA,0
9a04bca8-afc3-4206-a9fd-fd359bd01ccf,2022-01-20 18:50:28,31454.52,13.06,35805.02,622.0,28,17.14,0,0,MORTGAGE,debt_consolidation,GA,0
da3ee632-1272-4ea1-8104-44cdaf1f68a5,2022-07-10 00:24:52,12226.94,12.36,24736.18,702.0,17,15.33,1,0,RENT,debt_consolidation,OH,0
a48f602e-05b6-484a-9e9b-7bc8d7c867ea,2024-01-25 09:43:12,34983.78,11.05,24721.66,610.0,0,6.51,1,0,OWN,car,CA,0
07fd8114-0edf-42bd-9785-1fb968dbf1e4,2022-10-26 07:39:26,41279.31,7.15,60190.03,724.0,29,19.19,0,0,RENT,small_business,OH,0
ae9092a2-cc57-422f-8da9-1f15f6aeed81,2024-03-31 21:41:43,30497.97,8.18,29439.95,679.0,26,17.24,0,0,RENT,home_improvement,OH,0
7f74456e-988e-4e57-a616-d3b69ed53f19,2022-10-15 01:43:04,20706.27,10.87,21007.86,570.0,28,27.46,0,0,OTHER,major_purchase,IL,0
491595f7-251c-4782-9c46-f005b8d580d9,2024-03-17 05:51:48,31809.48,12.97,35540.56,687.0,6,34.1,0,0,OWN,credit_card,OH,0
8d029fc5-db6f-44de-b899-ce163fee8429,2024-01-14 16:04:30,20369.9,17.76,38522.77,579.0,34,21.65,0,0,RENT,home_improvement,TX,0
a8a7fcaa-5305-4fe3-8614-acf5b1287fa2,2024-03-07 00:54:40,39033.21,11.83,13543.31,722.0,7,12.43,2,0,MORTGAGE,small_business,NY,1
a2eae560-72e0-45f1-bc2b-6c1768a33cf3,2024-03-14 05:13:08,1000.0,16.01,35583.13,665.0,22,23.17,1,0,MORTGAGE,major_purchase,TX,1
41e232c2-a6ed-4b8e-8fa9-5206d22cd9e3,2024-05-25 22:28:16,19965.89,16.32,56049.47,791.0,22,18.07,0,0,OWN,small_business,IL,0
0384865c-ec47-4b1e-bb61-0ffc3d43268c,2023-02-07 18:40:01,1000.0,11.07,45506.69,744.0,8,16.08,0,0,MORTGAGE,home_improvement,NC,0
b0e60da0-fac0-431d-ac70-12d6ea67877e,2023-05-30 04:49:08,2574.09,14.38,110735.26,616.0,15,11.11,1,0,MORTGAGE,home_improvement,CA,0
c41f26de-77db-4ac7-bf2f-249a46427617,2022-03-18 15:45:27,45457.93,11.03,67883.94,559.0,2,14.29,2,0,MORTGAGE,car,IL,0
54edcfd6-5feb-4e98-bfe7-58e3966ccc6a,2023-01-16 14:17:41,38427.77,17.29,74941.79,635.0,18,16.58,3,0,OWN,car,NY,0
adefd904-a13c-4e94-87b0-1d59df2f415b,2023-05-19 09:34:30,14207.8,14.54,147272.95,607.0,27,24.43,1,0,MORTGAGE,credit_card,MI,0
877d2ed8-7cf3-4c00-9ac6-c883bc6d07e6,2024-04-24 04:54:38,2462.45,7.24,53054.67,790.0,12,22.09,2,0,OWN,home_improvement,OH,0
252a98f0-073e-416f-a72b-7a8ddeb68442,2024-09-15 15:37:17,1000.0,12.65,39400.55,679.0,21,32.6,0,0,RENT,small_business,NY,0
9954ea8a-d498-4f22-bd76-9c15b23c36c5,2023-12-31 18:35:02,16847.57,18.59,59093.14,736.0,38,23.39,0,0,RENT,credit_card,NY,0
e174c929-cd26-4a1d-ae29-192f4609193c,2022-05-21 05:52:04,61306.23,11.28,27457.15,663.0,9,21.39,3,0,RENT,small_business,PA,1
05f0dc62-fcf1-4702-be91-e50156ee5b7a,2022-08-08 00:10:02,31523.26,13.79,38324.44,669.0,11,15.55,0,1,RENT,car,CA,0
e154c246-59a5-4ad4-b281-e13f11dba535,2023-08-08 01:16:21,16606.42,14.18,26268.77,678.0,4,9.7,1,1,RENT,credit_card,CA,0
b13a2750-1a7d-4f4f-951b-aa658192c085,2023-04-22 15:30:18,31976.2,7.85,44311.18,746.0,21,13.44,0,0,OWN,debt_consolidation,OH,0
39f292fb-343b-4d1a-b3b6-9a380141c624,2024-10-16 04:00:07,1585.62,14.04,26213.91,699.0,8,12.4,0,0,MORTGAGE,car,NC,0
e3e10a4c-14c3-4684-81bd-30d6b0aa0de2,2022-07-19 11:29:50,20540.15,6.42,25758.91,617.0,34,0.0,0,0,RENT,car,GA,0
00dab76a-f5b1-45e6-a96f-bcbe978d3596,2023-09-18 05:54:02,26492.16,9.5,44655.67,777.0,11,9.93,0,0,RENT,car,TX,0
6b857e0f-8274-4995-8643-149cd8389514,2024-05-02 21:34:50,23708.49,16.3,33899.12,662.0,26,30.82,1,0,MORTGAGE,major_purchase,NC,1
a07fc902-a03e-4444-b30e-0e0d7e141f1d,2023-04-25 03:57:00,36862.09,13.43,13852.76,653.0,7,20.95,1,1,RENT,debt_consolidation,NY,0
265f86e1-eb7f-459b-851f-1d296eab28ba,2022-09-28 14:36:04,30169.68,10.78,17539.69,510.0,12,14.99,1,0,MORTGAGE,car,NC,1
65f47046-5590-4f47-8605-50692ae7ef3a,2022-05-23 10:02:47,35024.89,13.79,20462.86,718.0,6,21.19,1,0,OWN,credit_card,NY,0
88267e8f-44f6-4860-a128-427ff0baa206,2023-11-13 20:26:26,14674.42,11.76,23353.78,686.0,22,2.37,0,0,OWN,credit_card,IL,0
b249d367-bc75-45b6-8763-9f86d8c91778,2023-11-22 22:03:02,38467.23,12.05,44676.89,686.0,1,20.26,0,0,RENT,small_business,MI,0
99cb2da2-bccf-41aa-9c00-377880e59150,2024-03-16 05:27:16,49434.05,14.63,40516.7,656.0,3,28.22,0,0,RENT,home_improvement,IL,0
c17b5b0a-15d2-4f7f-965b-33ff77265c4a,2024-07-06 01:52:48,10447.76,9.09,61860.66,645.0,20,17.03,0,0,OWN,car,OH,0
01b4408b-c09a-4554-b0ae-735a3ce5b4ae,2022-07-25 06:26:49,11684.57,12.16,52912.82,658.0,21,3.82,0,0,RENT,car,PA,0
e657d6cf-8d1a-4db8-a417-9b0b84a82e15,2023-04-20 06:59:10,45036.77,10.75,62065.87,708.0,13,14.69,0,0,RENT,small_business,CA,0
57be17c9-27ae-495b-bf13-d146b878f401,2022-12-21 18:10:59,22129.84,5.66,49227.03,718.0,17,28.23,1,1,RENT,car,GA,0
5a2afa45-60fe-4ad4-81b7-bfa0c37e7bbc,2024-08-13 08:15:44,46057.32,8.32,40329.55,666.0,16,20.07,0,0,MORTGAGE,major_purchase,FL,0
cf0aee73-804d-47e8-8066-e94a1ffc05ac,2022-05-10 03:14:46,18361.96,18.27,62923.56,737.0,30,6.65,0,0,OWN,car,IL,0
9e926767-0712-4303-924b-11ef06355a2b,2023-12-29 11:13:16,46825.68,13.54,57509.56,675.0,17,36.94,0,0,MORTGAGE,car,FL,1
14814015-b929-4e48-90d2-a215c41ba808,2022-12-11 23:56:07,26972.29,6.71,43828.86,650.0,33,7.97,0,0,MORTGAGE,credit_card,MI,0
494da72e-b788-4ce9-886f-d98215c4c371,2022-01-10 06:01:24,28873.43,5.84,68564.89,692.0,8,16.06,1,0,RENT,home_improvement,PA,0
6538e769-e3bc-44b2-9c9f-d04095ede364,2023-10-17 06:36:12,48470.77,11.55,11238.56,598.0,7,9.7,0,0,MORTGAGE,major_purchase,OH,0
eb7b957f-f50b-4709-a03c-2aa9515fafe7,2023-03-05 10:48:52,19573.44,18.24,31406.45,694.0,16,9.71,0,0,MORTGAGE,car,PA,0
479c9342-33a5-4187-9467-c7534229027f,2024-01-27 06:49:08,10883.17,11.25,31166.68,587.0,3,14.38,0,0,RENT,home_improvement,FL,0
de0e50b3-54fa-4fbd-9ee0-0a968544836d,2023-03-08 13:25:25,18271.54,17.23,64624.02,618.0,26,23.09,1,0,OWN,credit_card,PA,0
0babe52f-62f6-4825-abd3-60d952b7bfec,2022-07-28 05:22:14,31785.01,13.41,79673.91,559.0,15,28.32,1,0,RENT,credit_card,GA,0
a1f65f02-992f-468f-99d8-bcdad49fc0c1,2022-05-11 23:44:56,1513.61,13.89,17586.91,669.0,14,14.91,1,0,MORTGAGE,small_business,CA,0
2966655c-b7f9-4ec2-909d-b8984b2a7d0b,2022-07-18 01:40:21,34562.06,6.66,73539.91,777.0,21,9.92,1,0,RENT,major_purchase,TX,0
86b87cfa-3dc6-4052-a3ac-d6189614d70f,2023-04-24 14:43:27,16918.43,15.75,20216.97,673.0,3,21.83,0,1,RENT,credit_card,TX,0
87191b3c-258c-44e7-b145-a46759a16be4,2022-10-22 06:19:18,42217.19,10.66,20524.87,719.0,15,22.06,1,0,MORTGAGE,small_business,MI,0
7abde002-8eec-479f-974a-63437fb34bd0,2022-05-08 12:33:30,1000.0,15.45,32301.12,821.0,38,19.92,0,0,OWN,major_purchase,PA,0
37b3ab9a-3793-4271-b0aa-6902a0d4326c,2022-12-13 23:23:18,13201.51,8.74,30973.79,704.0,25,20.21,0,0,RENT,major_purchase,FL,0
e56fcb89-aac1-41df-be93-cc1b07b80764,2024-07-03 17:54:15,1000.0,12.71,16660.42,634.0,22,17.1,0,0,OWN,major_purchase,TX,0
44cd8c6b-bb62-4ecf-abf8-e2dc814065eb,2024-07-08 12:45:34,12606.56,13.41,50258.7,642.0,20,18.79,1,0,MORTGAGE,credit_card,OH,0
123c7ffe-8511-45c5-889d-3e9adad6e320,2023-02-01 06:39:31,28714.99,11.38,51006.14,680.0,18,16.55,0,0,RENT,credit_card,PA,0
0189ef02-950a-495a-827a-0d7019d1f895,2023-07-26 06:55:32,22311.6,13.62,61514.04,642.0,37,26.56,0,0,OWN,small_business,OH,0
dd98b469-36a2-43dd-aa6c-815375cefb67,2022-07-20 12:26:20,21199.34,10.93,29239.4,647.0,37,35.83,1,1,OWN,small_business,GA,0
42cb1c67-4444-4007-a200-fe181e819235,2023-03-28 03:04:34,22612.23,9.4,35603.84,739.0,16,19.44,0,0,OWN,car,CA,0
77c33cb8-3973-4849-b2ab-0ac60a276984,2023-10-21 23:54:21,28050.82,18.42,35767.2,742.0,36,17.95,1,0,OTHER,car,OH,0
b351bd6f-835a-4a0f-b444-e35f10fbcd5d,2022-01-21 19:49:29,9871.96,16.2,84456.99,581.0,3,20.05,1,0,OWN,home_improvement,GA,0
c70e4143-9321-4121-bcfc-02546b52f0d2,2024-07-28 01:15:29,35602.74,8.96,8803.26,631.0,12,12.74,0,0,MORTGAGE,home_improvement,NY,0
a318c101-81ac-4629-8ccd-4e8080c591bb,2024-09-17 10:27:37,34939.99,14.27,22505.79,652.0,12,24.12,2,0,MORTGAGE,car,FL,1
7f558788-4042-4d49-ac5f-f2c74374fbc6,2024-10-20 17:53:46,30775.57,9.03,36416.25,716.0,27,21.53,0,0,RENT,debt_consolidation,PA,0
e216dfe3-f726-4673-b5dc-adfb229de7a5,2022-08-20 06:08:59,33348.0,7.26,21103.94,749.0,24,14.64,1,0,RENT,car,FL,0
255f6dfe-b97e-4052-a675-9133c83ec268,2024-09-06 05:49:43,29446.27,16.14,31915.27,842.0,18,25.22,0,0,OTHER,credit_card,MI,0
aff85ba9-fbd6-443e-887c-0d8ecaf4f9d9,2022-05-05 15:44:34,55526.1,5.18,34096.92,652.0,10,18.15,0,0,MORTGAGE,credit_card,CA,0
2d8e006e-3938-4963-a680-f52bb260f7af,2024-08-23 20:20:33,23693.59,15.71,26138.3,655.0,20,10.24,2,0,RENT,home_improvement,TX,0
7b57b7f3-e4fe-47fb-8cd9-8fbf117c9645,2022-05-29 13:31:20,20393.75,10.99,37505.18,715.0,10,20.81,0,0,RENT,small_business,NC,0
3548ad35-0353-4009-aab2-70adba2d5d38,2023-01-17 02:47:35,13697.09,11.15,49715.63,639.0,19,19.9,1,1,RENT,home_improvement,OH,0
0ce9a01e-2558-474a-8610-602000345874,2024-11-04 17:29:05,9516.06,13.64,32269.14,672.0,13,25.68,1,0,RENT,car,NC,0
f73ec44a-5ee9-4d3d-8ce1-d8450706cfbe,2023-07-08 10:28:31,6332.92,14.32,28952.23,655.0,35,24.65,0,0,RENT,small_business,CA,0
4fb6b86d-bc27-46a9-86e1-3760da859586,2022-08-26 04:45:04,11668.04,8.69,33426.94,523.0,29,17.13,0,0,OWN,small_business,TX,0
801f0de9-a78c-42e9-91b9-86e971b67579,2023-02-11 13:59:42,23939.79,14.87,36180.73,687.0,7,14.22,0,0,RENT,small_business,NC,0
6cbd2f57-60ce-49a5-941e-c12d9b3e0f4f,2022-12-28 14:25:21,30014.43,12.45,15212.01,669.0,37,18.01,0,0,MORTGAGE,debt_consolidation,NC,0
7963ae74-4c9f-46ca-b85c-af6efe4c7c5c,2024-10-06 21:02:08,25767.13,6.98,45742.22,756.0,26,20.91,1,0,MORTGAGE,small_business,NC,0
85fd2992-da0b-4534-802d-d0e257b1bc5e,2023-03-28 11:08:55,13516.97,11.32,28984.0,680.0,14,21.87,1,0,OTHER,major_purchase,NC,0
318cab02-1dc3-4e64-9334-626970080fcb,2022-04-12 15:28:18,38502.77,17.53,68238.73,605.0,21,20.41,0,0,MORTGAGE,credit_card,NY,1
6352807e-4e01-4eea-b523-c11e45bd070b,2022-07-01 10:30:45,36091.19,18.71,48802.01,665.0,7,17.27,1,0,OWN,small_business,CA,0
ea324607-7a13-4047-b413-bda4cb030726,2023-08-30 23:31:15,22605.28,14.87,65188.16,555.0,1,25.97,2,0,OWN,debt_consolidation,NY,1
81065961-162f-4684-9044-419fd545b47a,2022-01-15 23:02:04,15206.26,7.24,21905.61,607.0,16,12.61,0,0,OWN,major_purchase,MI,0
33c1f320-895c-4c22-b7e0-07023bc8de22,2022-09-28 08:41:02,33226.42,13.96,30161.05,718.0,31,37.84,0,0,RENT,major_purchase,PA,1
0806a005-b222-49a7-b3f4-7d8fb1552fbf,2023-10-24 11:06:56,27819.6,15.4,19511.72,665.0,14,24.1,1,1,MORTGAGE,debt_consolidation,CA,1
6f9118cd-313c-4904-8794-179c98a0c59e,2024-07-20 03:50:06,3278.09,14.9,25524.76,735.0,15,8.98,2,0,MORTGAGE,home_improvement,GA,0
474a5503-86e8-4831-a6f3-dd0aa56cdf07,2022-04-16 14:38:12,23980.3,15.14,67917.75,562.0,39,19.48,1,1,MORTGAGE,debt_consolidation,NC,0
ca5c8beb-5d4b-4e0d-be79-4db34fb2d903,2023-01-07 10:39:27,28930.54,13.45,76400.56,665.0,39,24.18,0,0,RENT,car,TX,0
4dcfd856-d1ee-48a2-93e8-d8603d3105e1,2023-03-04 15:58:38,11504.58,11.71,20453.99,651.0,18,15.21,0,0,RENT,small_business,PA,0
014a80e5-e3fc-46d2-a274-792794e405da,2024-08-03 17:37:16,27847.65,9.57,28878.75,737.0,1,6.04,1,0,MORTGAGE,car,GA,0
af891c61-41de-4256-a16d-a14610e60351,2024-05-11 03:20:24,3177.66,5.0,34957.98,720.0,27,9.69,1,0,RENT,home_improvement,MI,0
ec8271e0-3b3f-4d99-bc2d-43bbe46cdd23,2024-10-13 04:58:03,45042.79,13.36,48669.26,719.0,28,22.34,1,0,RENT,credit_card,OH,0
cf3e19ce-b0a7-4bc6-ad34-6f544c7abdf9,2023-11-11 19:44:12,43719.25,12.74,15064.48,772.0,36,3.96,1,0,OWN,car,FL,0
822a63cc-a34f-4409-913e-d7bcb8cb8d06,2022-07-08 07:18:35,21212.24,14.23,16293.15,658.0,37,6.41,0,0,MORTGAGE,credit_card,MI,0
37cc699e-1cf0-4eaa-b791-df1b6b2f553e,2024-10-24 18:26:52,30451.82,6.65,46388.79,760.0,25,22.29,0,0,RENT,home_improvement,FL,0
8141b344-ccc7-49e3-8db9-b3f88502da3e,2024-04-05 21:45:38,1000.0,14.58,13704.52,617.0,4,16.22,0,0,RENT,debt_consolidation,OH,0
1e0977fe-08b1-49a7-96d3-3a864ba4fbb9,2023-12-25 16:06:19,7654.79,20.22,29044.99,615.0,9,12.43,1,0,MORTGAGE,small_business,NC,0
40848bac-7063-4e38-bfd5-aabb070bdf47,2023-01-19 05:25:43,20593.32,12.31,39381.28,725.0,28,14.04,0,0,MORTGAGE,debt_consolidation,PA,0
01b47f24-59c1-4623-b3e8-293f7de8381d,2024-05-20 18:18:34,8918.0,11.75,44704.66,590.0,24,6.23,1,0,OWN,debt_consolidation,GA,0
6d1a261a-99c9-44cf-80fb-5af7b6f37236,2023-03-18 14:05:51,35715.95,13.24,33831.28,714.0,17,21.88,1,1,MORTGAGE,small_business,NC,1
d682c7a8-9106-4526-8c81-5811aed7eecf,2022-12-21 20:47:51,54959.45,20.13,30246.07,686.0,16,11.55,0,1,RENT,car,OH,0
188c0b77-a8e5-4bf0-bc31-49b046e8c9b8,2022-10-28 10:44:23,7350.78,7.91,55397.26,744.0,28,13.71,1,0,MORTGAGE,car,IL,0
26d65199-9aec-4c28-b990-0f3db6abf905,2023-12-24 16:33:15,12438.05,12.81,41881.65,676.0,16,20.77,1,0,OWN,car,OH,1
336c7197-01bc-4f8a-a5ed-c95bfe5ce653,2023-11-07 05:59:58,28531.73,8.8,26278.11,683.0,6,15.95,0,0,MORTGAGE,debt_consolidation,IL,1
0da13ca5-6e44-4ec9-a5f6-fd333ff894e8,2022-09-06 18:52:21,49166.74,9.81,37006.97,711.0,39,12.36,0,0,MORTGAGE,home_improvement,OH,0
5dd53202-4990-47cd-86f0-efc677a86eee,2023-01-11 18:25:55,6664.39,11.8,43984.15,640.0,13,2.08,0,0,RENT,small_business,CA,0
3069cf69-e981-4453-9b9c-8990d136299d,2022-09-06 19:56:44,28735.54,17.39,85743.76,638.0,11,20.94,0,0,RENT,credit_card,CA,0
301294dc-81ba-435c-8725-26672796cd51,2024-03-21 23:23:03,52319.48,19.2,53807.16,708.0,2,18.63,0,0,MORTGAGE,small_business,IL,1
4c39af4a-3936-4581-8b48-fa6d45a2261f,2023-01-11 21:19:36,1000.0,13.79,66654.54,678.0,18,13.86,0,0,RENT,car,TX,0
8e3a82f8-b8f0-4b05-986c-bd1df799da35,2024-05-02 10:46:13,5783.96,10.49,26760.88,656.0,39,9.7,1,1,MORTGAGE,car,GA,0
5b6db716-6e7b-4d43-a4b7-785d76f633dd,2022-09-12 00:04:08,18645.9,21.97,27942.62,675.0,6,18.1,1,0,OWN,small_business,TX,1
f2e066f6-f317-4a28-b05f-958aaf291ab4,2023-03-09 16:04:34,17191.17,10.29,32283.45,776.0,9,21.84,1,0,RENT,small_business,IL,0
8168070e-5711-4beb-858a-8f5c40a911e0,2022-01-29 19:08:31,37189.02,9.72,33799.92,653.0,7,18.78,0,0,MORTGAGE,major_purchase,TX,0
06936484-6c2e-49e9-8b5c-f1d09b61f116,2022-01-06 04:40:23,28624.9,5.0,21938.26,652.0,3,31.1,0,0,OWN,debt_consolidation,MI,0
bf653238-3dab-4fd5-9f78-8a710d0dc5cd,2022-02-01 12:15:00,1000.0,17.58,68388.97,578.0,24,23.64,0,1,MORTGAGE,home_improvement,NC,0
4f1c2528-807f-4923-b69c-c031503ece79,2022-03-14 08:37:01,32731.16,15.87,56481.92,677.0,11,17.14,0,0,RENT,car,CA,0
29f71e80-8cee-4100-9dd8-4ba6604c5734,2024-10-13 00:56:16,16336.92,21.67,31168.43,719.0,30,23.91,0,1,RENT,car,FL,0
e57be199-a257-42f4-abc3-d3ed4ceab038,2022-10-27 19:47:06,44116.71,6.44,50053.88,730.0,16,18.39,1,0,RENT,credit_card,MI,0
9c111fa3-e27f-4cbb-90c7-9e09c32692a0,2023-08-06 06:57:43,15586.19,17.83,40597.01,686.0,25,18.36,1,0,RENT,small_business,IL,0
658de614-cbc6-40ba-8bd7-cc248d7001e1,2024-11-10 11:47:13,15450.77,12.28,52047.6,737.0,3,28.37,0,0,MORTGAGE,credit_card,NC,0
63a7a9d2-0aea-45cf-83bb-08c7adf8fa12,2023-06-18 12:24:31,33116.97,15.22,18542.98,724.0,13,10.82,0,0,RENT,home_improvement,CA,0
a0d3c896-55d6-4e3e-b7c3-d30d8a8b654e,2023-03-08 05:18:33,36443.9,5.41,33764.64,747.0,16,18.19,0,1,RENT,major_purchase,IL,1
3296035a-3e79-42d1-982e-825d7c9bcdfa,2024-03-09 05:28:49,31721.49,17.87,35276.8,739.0,2,27.52,1,0,OTHER,home_improvement,NC,0
0db70959-f3c7-4a84-9c49-581ff24afbbf,2024-03-25 22:30:11,1000.0,15.15,49603.72,774.0,16,20.47,1,0,RENT,major_purchase,TX,0
930708d4-654b-42ff-a644-44f03f01d097,2022-04-21 08:13:01,33070.52,11.84,26523.36,670.0,18,15.05,0,0,RENT,debt_consolidation,CA,0
